Name;Path;Cmp;A/N;Description;MAK Status
CRS235;mvx/app/pgm/customer;CBR;C001874CBR004N;Ticket # 45083 : CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;exported
CRS610;mvx/app/pgm/customer;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
CRS610;mvx/app/pgm/customer;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
CRS610;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CRS610;mvx/app/pgm/customer;CBR;T101991CBR001T;CRS610 Eröffnungsdatum (OKCFC6) ;test
CRS610;viewDef;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
CRS610;viewDef;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
CRS610;viewDef;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CRS610;viewDef;CBR;T101991CBR001T;CRS610 Eröffnungsdatum (OKCFC6) ;test
CRS610MI;mvx/app/pgm;MVX;C001616MVX025T;fix errors in CRS610MI with regard to CEMAILPI;approved
CRS610MI;mvx/app/pgm;MVX;C001616MVX026T;Manage ? in all update methods of CRS610MI;approved
CRS610MI;mvx/app/pgm;MVX;C001616MVX028T;MSGID will be lost after OCUSADPI;approved
CRS610MI;mvx/app/pgm/customer;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
CRS610MI;mvx/app/pgm/customer;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
CRS610MI;mvx/app/pgm/customer;CBR;T101991CBR001T;CRS610 Eröffnungsdatum (OKCFC6) ;test
CRS610MI;mvx/app/pgm/customer;CBR;T103308CBR001T;Erweiterung CRS610MI/ZChgCustomer um das Feld RMCT;test
CRS617S1;mvx/app/pgm;MVX;C001616MVX027T;CRS617S1 Avoid dump duplicate key on OTRSMS;approved
CRS620;mvx/app/pgm/customer;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
CRS620;mvx/app/pgm/customer;CBR;T104350CBR001N;Manual application of  fix;test
CRS620;viewDef;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
CRS620MI;mvx/app/pgm/customer;CBR;C001677CBR003T;Lieferantenadressen und Referenzen (CR35);exported
CRS622;mvx/app/pgm/customer;CBR;C001677CBR003T;Lieferantenadressen und Referenzen (CR35);exported
CRS622;viewDef;CBR;C001677CBR003T;Lieferantenadressen und Referenzen (CR35);exported
CRS623;mvx/app/pgm/customer;CBR;C001677CBR003T;Lieferantenadressen und Referenzen (CR35);exported
CRS692MI;mvx/app/pgm/customer;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
CRS910;mvx/app/pgm/customer;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
CRS947;mvx/app/pgm/customer;CBR;T044189CBR002N;(Migrating v10 -> v13) : 44189 : CR74: Avisoschreiben ARS313PF per Mail/Fax an Kunden + Erstdatenübern CRS945/949;exported
CRZ101;mvx/app/pgm/customer;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
CRZ101;mvx/app/pgm/customer;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CRZ101;viewDef;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
CRZ101;viewDef;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CRZ102;mvx/app/pgm/customer;CBR;C001861CBR001T;Provisionsabrechnung;development
CRZ102;viewDef;CBR;C001861CBR001T;Provisionsabrechnung;development
CRZ235MI;mvx/app/pgm/customer;CBR;C001570CBR002T;PMT Ladenbau CRZ235MI - migration from 14.1.2;exported
CRZ945MI;mvx/app/pgm/customer;CBR;C001616CBR025T;new length MGRP;approved
CRZ945MI;mvx/app/pgm/customer;CBR;T044871CBR004T;Erweiterung Schnittstelle Debitoren um ER-AvisInfos;exported
CRZ949MI;mvx/app/pgm/customer;CBR;C001616CBR025T;new length MGRP;approved
CRZ949MI;mvx/app/pgm/customer;CBR;T044871CBR004T;Erweiterung Schnittstelle Debitoren um ER-AvisInfos;exported
CRZ980MI;mvx/app/pgm/customer;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
CRZ980MI;mvx/app/pgm/customer;CBR;C001616CBR023T;Eigene Datenstrukturen für CRZ980MI;approved
CRZCAD;mvx/app/pgm/customer;CBR;C001660CBR007N;Ticket No. 42583 - CR6: Schnittstelle zur Kassen-Datenuebernahme aus dem POS Retail;exported
CRZCAD;mvx/app/pgm/customer;CBR;C001660CBR008N;POS(Cash desk) interface extension;approved
CRZCAD;viewDef;CBR;C001660CBR007N;Ticket No. 42583 - CR6: Schnittstelle zur Kassen-Datenuebernahme aus dem POS Retail;exported
CRZCAD;viewDef;CBR;C001660CBR008N;POS(Cash desk) interface extension;approved
CRZCAE;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRZCAE;mvx/app/pgm/customer;CBR;C001899CBR004T;Several bugs and modifications;test
CRZCAE;mvx/app/pgm/customer;CBR;T102080CBR001N;Vertragsmanagement der Partner Ergänzung;test
CRZCAE;viewDef;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRZCAE;viewDef;CBR;C001899CBR004T;Several bugs and modifications;test
CRZCAE;viewDef;CBR;T102080CBR001N;Vertragsmanagement der Partner Ergänzung;test
CRZCAG;mvx/app/pgm/customer;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCAG;viewDef;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCAK;mvx/app/pgm/customer;CBR;C001899CBR004N;Ticket 46227 : Contract Management part 1 : Migration to V13;test
CRZCAK;viewDef;CBR;C001899CBR004N;Ticket 46227 : Contract Management part 1 : Migration to V13;test
CRZCAL;mvx/app/pgm/customer;CBR;C001899CBR004N;Ticket 46227 : Contract Management part 1 : Migration to V13;test
CRZCAL;viewDef;CBR;C001899CBR004N;Ticket 46227 : Contract Management part 1 : Migration to V13;test
CRZCAO;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRZCAO;viewDef;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRZCAS;mvx/app/pgm/customer;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCAS;viewDef;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCAT;mvx/app/pgm/customer;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCAT;viewDef;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCAV;mvx/app/pgm/customer;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCAV;viewDef;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCAVMI;mvx/app/pgm/customer;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRZCOG;mvx/app/pgm/customer;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
CRZCOG;viewDef;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
CRZDSC;mvx/app/pgm/customer;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CRZDSC;viewDef;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CRZPYR;mvx/app/pgm/customer;CBR;C001984CBR001N;Ticket # 101343  : Control central regulator as per order category.;development
CRZPYR;viewDef;CBR;C001984CBR001N;Ticket # 101343  : Control central regulator as per order category.;development
CRZPYRPrompts;mvx/app/pgm/customer;CBR;C001984CBR001N;Ticket # 101343  : Control central regulator as per order category.;development
CRZSCS;mvx/app/pgm/customer;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
CRZSCS;viewDef;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
CRZSCSS1;mvx/app/pgm/customer;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
CRZSCSS2;mvx/app/pgm/customer;CBR;C001757CBR002T;GAP 239 - Partner-Aktivzeichen und Sperrcodes;test
CRZSWI;mvx/app/pgm/customer;CBR;C001899CBR004N;Ticket 46227 : Contract Management part 1 : Migration to V13;test
CRZSWI;mvx/app/pgm/customer;CBR;C001899CBR005N;Ticket 46227 : Contract Management part 1 : Change Request;test
CRZSWI;viewDef;CBR;C001899CBR004N;Ticket 46227 : Contract Management part 1 : Migration to V13;test
CRZURL;mvx/app/pgm/customer;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
CRZURL;viewDef;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
CRZURLMI;mvx/app/pgm/customer;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
CRZURLUtils;mvx/app/pgm/customer;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
cSRCOMRCM;mvx/app/util;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
CustomerAddressFields;mvx/app/pgm/customer;CBR;C001716CBR002N;Migration - Ticket No. 44207 - Adressfelder aus OIS002.;exported
CustomerAttributePrompts;mvx/app/pgm/customer;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CZCRTMST;mvx/app/pgm/customer;CBR;C002049CBR001T;Meilensteinplan;approved
DistributionChannelPrompt;mvx/app/pgm/customer;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
DRZASH;mvx/app/pgm/customer;CBR;C001985CBR001N;Ticket 101480 : CR 149 - Automatische Sendungserstellung nach der Zuteilung;development
EventHandler;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
EventHandler;mvx/app/pgm/customer;CBR;T041282CBR021T;Common Interface (Outbound) - improve event handler mechanism;exported
EventHandlerBudgetPlan;mvx/app/pgm/customer;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
EventHandlerCalculElementOverhead;mvx/app/pgm/customer;CBR;C002066CBR001N;#103611 : GAP09 PDM Export Kalkulationselement Werte;development
EventHandlerConsolidated;mvx/app/pgm/customer;CBR;T041282CBR023T;Common Interface (Outbound) - consolidate events;development
EventHandlerCSYTABAbstract;mvx/app/pgm/customer;CBR;T041282CBR025T;Common Interface (Outbound) - Abstract event handler for CSYTAB;development
EventHandlerCurrencyRate;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerCustomer;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerCustomerAttribute;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerCustomerContract;mvx/app/pgm/customer;CBR;C002061CBR001T;T103544 - 324/04 SST: Masterobjekt Export Customer Contract;development
EventHandlerCustomerFree1;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerCustomerGroup;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerCustomerUser0;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerCustomerUser4;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerCustomerUser5;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerCustomerUser9;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerDivision;mvx/app/pgm/customer;CBR;C002054CBR002T;SCM - Datenexport;development
EventHandlerExportSalesStructure;mvx/app/pgm/customer;CBR;C002095CBR001N;Ticket # 104226 - ERP2DPL Export Sales Structure;development
EventHandlerExternalTextReference;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerFacility;mvx/app/pgm/customer;CBR;C002054CBR002T;SCM - Datenexport;development
EventHandlerInternalTextReference;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerItemFeedback;mvx/app/pgm/customer;CBR;C002083CBR001N;#103924 — 324/00 SST: MASTER - Schnittstelle DMA/NOS/RFA + Sub;development
EventHandlerItemHierarchy;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerItemSearchDefinitions;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerItemType;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerLogisticsDistributionOrder;mvx/app/pgm/customer;CBR;C001882CBR001T;Logistics interface (goods receipt);development
EventHandlerLogisticsPickList;mvx/app/pgm/customer;CBR;C001930CBR001T;Logistics interface (picking);development
EventHandlerLogisticsPurchaseOrder;mvx/app/pgm/customer;CBR;C001882CBR001T;Logistics interface (goods receipt);development
EventHandlerMilestoneTemplate;mvx/app/pgm/customer;CBR;C002054CBR002T;SCM - Datenexport;development
EventHandlerModeOfDeliveryToCountry;mvx/app/pgm/customer;CBR;C002041CBR001T;SCM – Datenexport;removed
EventHandlerModeOfDeliveryToCountry;mvx/app/pgm/customer;CBR;C002054CBR001T;SCM – Datenexport;development
EventHandlerModeOfDeliveryToSupplier;mvx/app/pgm/customer;CBR;C002041CBR001T;SCM – Datenexport;removed
EventHandlerModeOfDeliveryToSupplier;mvx/app/pgm/customer;CBR;C002054CBR001T;SCM – Datenexport;development
EventHandlerOption;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerOptionForFeature;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerPackage;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerPriceGroup;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerPriceLevel;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerPriceLevel;mvx/app/pgm/customer;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
EventHandlerPurchaseAgreement;mvx/app/pgm/customer;CBR;C002041CBR001T;SCM – Datenexport;removed
EventHandlerPurchaseAgreement;mvx/app/pgm/customer;CBR;C002054CBR001T;SCM – Datenexport;development
EventHandlerPurchaseOrder;mvx/app/pgm/customer;CBR;C002054CBR001T;SCM – Datenexport;development
EventHandlerSalesDistrict;mvx/app/pgm/customer;CBR;C002057CBR001N;#103514 : Materobjekt Export Customer;development
EventHandlerSeasonMaster;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerStockKeepingUnit;mvx/app/pgm/customer;CBR;C002041CBR001T;SCM – Datenexport;removed
EventHandlerStockKeepingUnit;mvx/app/pgm/customer;CBR;C002054CBR001T;SCM – Datenexport;development
EventHandlerStyleInfo;mvx/app/pgm/customer;CBR;C002041CBR001T;SCM – Datenexport;removed
EventHandlerStyleInfo;mvx/app/pgm/customer;CBR;C002054CBR001T;SCM – Datenexport;development
EventHandlerSupplier;mvx/app/pgm/customer;CBR;C002089CBR001T;ERP2PDM Export Lieferant Ergänzung;test
EventHandlerSupplier;mvx/app/pgm/customer;CBR;T041282CBR021T;Common Interface (Outbound) - improve event handler mechanism;exported
EventHandlerSupplier;mvx/app/pgm/customer;CBR;T041807CBR003T;Export suppliers - migrate from 14.1.2;exported
EventHandlerSystemTable;mvx/app/pgm/customer;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
EventHandlerWeightsRecalculation;mvx/app/pgm/customer;CBR;C001898CBR001N;45281: GAP 253 Assigning transportation costs;test
EventHandlerWeightsRecalculation;mvx/app/pgm/customer;CBR;C001898CBR003N;"45281: GAP 253 Assigning transportation costs. Fixing issue with ""Create"" event warning messages";development
FAZIMP;mvx/app/pgm/customer;CBR;T046500CBR002N;Migrating from v10 to v13 : Batchfunction for import of fixed assets;development
FFIHEA;HFix_FFIHEA_MVX_C001660MVX002T;MVX;C001660MVX002T;POS (cash desk) interface;approved
FFIHST;HFix_FFIHST_MVX_C001567MVX003T;MVX;C001567MVX003T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;approved
FFIIRD;HFix_FFIIRD_MVX_C001567MVX003T;MVX;C001567MVX003T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;approved
FFIIRD;VFix_FFIIRD_CBR_C001660CBR008T;CBR;C001660CBR008T;POS (cash desk) interface;exported
FixPgms13;mvx/app/pgm/customer;CBR;T045191CBR001T;FixPgm for migrations pgms M3 13.x;development
FixPgms132;mvx/app/pgm/customer;CBR;T045191CBR001T;FixPgm for migrations pgms M3 13.x;development
FixPgms132NonSafe;mvx/app/pgm/customer;CBR;T045191CBR001T;FixPgm for migrations pgms M3 13.x;development
FixPgms13NonSafe;mvx/app/pgm/customer;CBR;T045191CBR001T;FixPgm for migrations pgms M3 13.x;development
GLS210;mvx/app/pgm;MVX;T101234MVX001N;JT-598499 GLS210: internally reconciled transactions visible even if flag internally reconciled is set to 1 or vice versa;approved
GLS210;mvx/app/pgm;MVX;T101234MVX002N;JT-598499 GLS210: internally reconciled transactions visible even if flag internally reconciled is set to 1 or vice versa;test
GLS537;mvx/app/pgm/customer;CBR;C002052CBR001T;CR 181: GLS535 Streamerweiterung Rechnungsnummer;approved
GLS537;mvx/app/pgm/customer;CBR;C002052CBR002T;GLS535 Streamerweiterung Rechnungsnummer Korrektur;approved
GLS539;mvx/app/pgm/customer;CBR;C002052CBR001T;CR 181: GLS535 Streamerweiterung Rechnungsnummer;approved
GLS539;mvx/out/obj;CBR;C002052CBR001T;CR 181: GLS535 Streamerweiterung Rechnungsnummer;approved
GLS806;mvx/app/pgm/customer;CBR;C001573CBR003T;GAP103 Information Differenzschreiben zu Offene Posten;exported
GLS850;mvx/app/pgm/customer;CBR;C001660CBR008T;POS (cash desk) interface;exported
GLS850;viewDef;CBR;C001660CBR008T;POS (cash desk) interface;exported
GLS856;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
GLS856;viewDef;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
GLS858;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
GLS858;viewDef;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
GLS861;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
GLS861;mvx/app/pgm/customer;CBR;C001660CBR009T;POS(Cash desk) interface extension for OUTLET;approved
GLS861;mvx/app/pgm/customer;CBR;C001660CBR010T;POS(Cash desk) interface extension for OUTLET - wrong numberOutputID;approved
GLS865;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
GLS865;viewDef;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
GLZ850MI;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
GLZ850MITextFile;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
IFZ000MI;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
IFZ001;mvx/app/pgm/customer;CBR;0000000CBR002T;Dummy A/N for modify help programs;development
IFZ002;mvx/app/pgm/customer;CBR;0000000CBR002T;Dummy A/N for modify help programs;development
IFZ003;mvx/app/pgm/customer;CBR;0000000CBR001T;Dummy A/N for helper programs;development
IFZEHS;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
IFZEHS;mvx/app/pgm/customer;CBR;T041282CBR021T;Common Interface (Outbound) - improve event handler mechanism;exported
IFZEHSCL;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
IFZINM;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
IFZINMCL;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
IFZOCE;mvx/app/pgm/customer;CBR;T041282CBR023T;Common Interface (Outbound) - consolidate events;development
IFZOCECL;mvx/app/pgm/customer;CBR;T041282CBR023T;Common Interface (Outbound) - consolidate events;development
IFZORQ;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
IFZORQCL;mvx/app/pgm/customer;CBR;T041282CBR019T;Common Interface (Both) - migrate from 14.1.2;exported
IIZCAT;mvx/app/pgm/customer;CBR;C002058CBR001N;#103517 DMA Schnittstelle Import Kundenattribute;development
IIZCATCL;mvx/app/pgm/customer;CBR;C002058CBR001N;#103517 DMA Schnittstelle Import Kundenattribute;development
IIZCDE;mvx/app/pgm/customer;CBR;C002065CBR001T;Import composition;test
IIZCDECL;mvx/app/pgm/customer;CBR;C002065CBR001T;Import composition;test
IIZCOG;mvx/app/pgm/customer;CBR;C002011CBR001N;T# 102412 - 2011_Kundenauftrags_Import;development
IIZCOG;mvx/app/pgm/customer;CBR;C002059CBR001N;#103516 — 324/02 SST: Erweiterung Kundenauftrag Import;development
IIZCOGCL;mvx/app/pgm/customer;CBR;C002011CBR001N;T# 102412 - 2011_Kundenauftrags_Import;development
IIZCUS;mvx/app/pgm/customer;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
IIZCUS;mvx/app/pgm/customer;CBR;C001616CBR024T;Eigene Datenstrukturen für CRZ980MI;approved
IIZCUS;mvx/app/pgm/customer;CBR;C001616CBR026T;Set mode=DELETE if necesarry;approved
IIZCUS;mvx/app/pgm/customer;CBR;C001616CBR027T;Missing trim() at get value from JSON Object;approved
IIZCUS;mvx/app/pgm/customer;CBR;C001616CBR028T;CPF9898 - java.lang.NullPointerException;approved
IIZCUSCL;mvx/app/pgm/customer;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
IIZFIM;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
IIZFIMCL;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
IIZIAT;mvx/app/pgm/customer;CBR;C002068CBR001T;Import Artikelmerkmale;test
IIZIATCL;mvx/app/pgm/customer;CBR;C002068CBR001T;Import Artikelmerkmale;test
IIZIVP;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
IIZIVPCL;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
IIZLCO;mvx/app/pgm/customer;CBR;C001930CBR001T;Logistics interface (picking);development
IIZLCOCL;mvx/app/pgm/customer;CBR;C001930CBR001T;Logistics interface (picking);development
IIZLID;mvx/app/pgm/customer;CBR;C001882CBR001T;Logistics interface (goods receipt);development
IIZLIDCL;mvx/app/pgm/customer;CBR;C001882CBR001T;Logistics interface (goods receipt);development
IIZLPO;mvx/app/pgm/customer;CBR;C001882CBR001T;Logistics interface (goods receipt);development
IIZLPOCL;mvx/app/pgm/customer;CBR;C001882CBR001T;Logistics interface (goods receipt);development
IIZLSA;mvx/app/pgm/customer;CBR;C001982CBR001T;Logistics interface (WHM);development
IIZLSACL;mvx/app/pgm/customer;CBR;C001982CBR001T;Logistics interface (WHM);development
IIZLSI;mvx/app/pgm/customer;CBR;C001982CBR001T;Logistics interface (WHM);development
IIZLSICL;mvx/app/pgm/customer;CBR;C001982CBR001T;Logistics interface (WHM);development
IIZLSQ;mvx/app/pgm/customer;CBR;C001982CBR001T;Logistics interface (WHM);development
IIZOVA;mvx/app/pgm/customer;CBR;C002076CBR001N;#103783 — 325/01: SST: SUB2ERP Import ModuleValues;development
IIZOVACL;mvx/app/pgm/customer;CBR;C002076CBR001N;#103783 — 325/01: SST: SUB2ERP Import ModuleValues;development
IIZPDM;mvx/app/pgm/customer;CBR;C001749CBR002T;Step 1 - Item, color, size, collection, goods group, SKU and KIT creation;test
IIZPDM;mvx/app/pgm/customer;CBR;C001749CBR003T;Benutzerdefiniertes Feld 19 und 20 in MMS016 gehen verloren nach Wiederanlauf;test
IIZPDM;mvx/app/pgm/customer;CBR;C001749CBR004T;Beim erneuten Import sollen die Daten überschrieben werden, die Validierung und Überleitung noch einmal angestoßen werden;test
IIZPDM;mvx/app/pgm/customer;CBR;C002064CBR001T;Import product structure;test
IIZPDM;mvx/app/pgm/customer;CBR;C002069CBR001T;Import Artikel - Erweiterung um die Felder ETRF/ITRF/IHEI/ILEN/IWID - Packstücke - Farbe je Saison;test
IIZPDMCL;mvx/app/pgm/customer;CBR;C001749CBR002T;Step 1 - Item, color, size, collection, goods group, SKU and KIT creation;test
IIZPDS;mvx/app/pgm/customer;CBR;C002064CBR001T;Import product structure;test
IIZPDSCL;mvx/app/pgm/customer;CBR;C002064CBR001T;Import product structure;test
IIZPLN;mvx/app/pgm/customer;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
IIZPLNCL;mvx/app/pgm/customer;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
IIZPOL;mvx/app/pgm/customer;CBR;C001606CBR003T;GAP195 Lyreco Allgemein;exported
IIZPOLCL;mvx/app/pgm/customer;CBR;C001606CBR003T;GAP195 Lyreco Allgemein;exported
IIZPOR;mvx/app/pgm/customer;CBR;C001660CBR008T;POS (cash desk) interface;exported
IIZPORCL;mvx/app/pgm/customer;CBR;C001660CBR008T;POS (cash desk) interface;exported
IIZSAC;mvx/app/pgm/customer;CBR;C001948CBR001T;SCM interface (ASN creation and notification);development
IIZSACCL;mvx/app/pgm/customer;CBR;C001948CBR001T;SCM interface (ASN creation and notification);development
