Name;Path;Cmp;A/N;Description;MAK Status
APZ110MI;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
ARS115;mvx/app/pgm/customer;CBR;C001683CBR002T;multiple text on standard letter - migration from 14.1.2;exported
ARS115;viewDef;CBR;C001683CBR002T;multiple text on standard letter - migration from 14.1.2;exported
ARS116;mvx/app/pgm/customer;CBR;C001573CBR003T;GAP103 Information Differenzschreiben zu Offene Posten;exported
ARS116;mvx/app/pgm/customer;CBR;C001683CBR002T;multiple text on standard letter - migration from 14.1.2;exported
ARS116;mvx/app/pgm/customer;CBR;C001716CBR002N;Migration - Ticket No. 44207 - Adressfelder aus OIS002.;exported
ARS116;mvx/out/obj;CBR;C001683CBR002T;multiple text on standard letter - migration from 14.1.2;exported
ARS120;mvx/app/pgm/customer;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
ARS120;viewDef;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
ARS122;mvx/app/pgm/customer;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
ARS122;viewDef;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
ARS150;mvx/app/pgm/customer;CBR;C002008CBR001T;CR 153-Selektion Status Mahnläufe in ARS150 (Ticket 102277);test
ARS150;viewDef;CBR;C002008CBR001T;CR 153-Selektion Status Mahnläufe in ARS150 (Ticket 102277);test
ARS159;mvx/app/pgm/customer;CBR;C001659CBR002T;GAP56 Sortierung Mahnung Debitoren - migration from 14.1.2;exported
ARS159;mvx/app/pgm/customer;CBR;C001716CBR002N;Migration - Ticket No. 44207 - Adressfelder aus OIS002.;exported
ARS159;mvx/out/obj;CBR;C001659CBR002T;GAP56 Sortierung Mahnung Debitoren - migration from 14.1.2;exported
ARS200;mvx/app/pgm/customer;CBR;C001573CBR003T;GAP103 Information Differenzschreiben zu Offene Posten;exported
ARS260;mvx/app/pgm/customer;CBR;T101422CBR001N;Probleme mit der ZahlerAnalyse Mashup Kundenstamm ;test
ARS302;mvx/app/pgm/customer;CBR;T044280CBR002T;Bankeinzüge für Debitoren ohne Bankverbindung;exported
ARS307;mvx/app/pgm/customer;CBR;C002015CBR001N;Rücküberweisung Partnergutschriften aus ARS300;development
ARS311;mvx/app/pgm/customer;CBR;C001729CBR002T;Zusätzliches Feld für Avisen Unitex mit Excel-Verarbeitung;exported
ARS311;mvx/app/pgm/customer;CBR;JT-590764-CBR;When confirming (Ctrl 9) the 'bank remittance' in ARS300, debit and/or credit code is printed double for 1LWKOUAM in streamfile ARS311PF;test
ARS311;mvx/out/obj;CBR;C001729CBR002T;Zusätzliches Feld für Avisen Unitex mit Excel-Verarbeitung;exported
ARS313;mvx/app/pgm/customer;CBR;C001716CBR002N;Migration - Ticket No. 44207 - Adressfelder aus OIS002.;exported
ARS313;mvx/app/pgm/customer;CBR;C001746CBR003T;Ticket 44614  - CR83: Erstellung konsolidiertes Abbuchungsavis - migration from 14.1.2;exported
ARS313;mvx/app/pgm/customer;CBR;T044189CBR002N;(Migrating v10 -> v13) : 44189 : CR74: Avisoschreiben ARS313PF per Mail/Fax an Kunden + Erstdatenübern CRS945/949;exported
ARS313;mvx/app/pgm/customer;CBR;T101346CBR001T;CR 134: Bank- und Mandantswechsel SEPA-Zahlungsverkehr;test
ARS313;mvx/app/pgm/customer;CBR;T101346CBR002T;CR 134: Fix for multiple Header issue in out files;test
ARS313;mvx/out/obj;CBR;C001716CBR002N;Migration - Ticket No. 44207 - Adressfelder aus OIS002.;exported
ARS313;mvx/out/obj;CBR;T101346CBR001T;CR 134: Bank- und Mandantswechsel SEPA-Zahlungsverkehr;test
ARS450MI;mvx/app/pgm;MVX;T045070MVX004T;ARS450MI - Several standard errors;approved
ARS450MI;mvx/app/pgm;MVX;T101416MVX001T;hotfix: agreement cannot be added without setting BKI2;approved
ARZCUS;mvx/app/pgm/customer;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
ARZCUS;viewDef;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
ARZICI;mvx/app/pgm/customer;CBR;C001918CBR002T;Intercompany Invoicing - migration from 14.1.2;exported
ARZICI;viewDef;CBR;C001918CBR002T;Intercompany Invoicing - migration from 14.1.2;exported
ARZICIS1;mvx/app/pgm/customer;CBR;C001918CBR002T;Intercompany Invoicing - migration from 14.1.2;exported
ARZICIS2;mvx/app/pgm/customer;CBR;C001918CBR002T;Intercompany Invoicing - migration from 14.1.2;exported
ARZICIS2;mvx/app/pgm/customer;CBR;C001918CBR003T;Intercompany Invoicing - formatting of amounts;exported
ARZPCD;mvx/app/pgm/customer;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
ARZPCD;viewDef;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
ARZRAC;mvx/app/pgm/customer;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
ARZRAC;viewDef;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
ARZREM;mvx/app/pgm/customer;CBR;C002015CBR001N;Rücküberweisung Partnergutschriften aus ARS300;development
ARZSID;mvx/app/pgm/customer;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
ARZSID;viewDef;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
ARZSIH;mvx/app/pgm/customer;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
ARZSIH;viewDef;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
BPROJI;HFix_BPROJI_CBR_C001900CBR001N;CBR;C001900CBR001N;CBR layout POM delivery note;approved
BPROJI;VFix_BPROJI_CBR_C001676CBR011T;CBR;C001676CBR011T;Ticket # 43302 - Projekteröffnungsmaske - migrate from 14.1.2 - BPROJIZ1;exported
BPROJS;HFix_BPROJS_CBR_C001900CBR004T;CBR;C001900CBR004T;Install index BPROJS Z1, Z2 and Z3.;approved
BPROJS;HFix_BPROJS_CBR_C001902CBR004N;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
CampaignManagementPrompts;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CashDeskGeneric;mvx/app/pgm/customer;CBR;C001660CBR006T;POS (cash desk) interface - migration from 14.1.2;exported
CashDeskGeneric;mvx/app/pgm/customer;CBR;C001660CBR007T;POS (cash desk) interface - extension;approved
CAZADO;mvx/app/pgm/customer;CBR;C001907CBR001N;"Ticket : 44641 : GAP79 Creating QI-random samples
";development
CAZCOS;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZCOS;viewDef;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZCRE;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZCRE;viewDef;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZCRES1;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZCRES2;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZITB;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZITB;viewDef;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZITC;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZITC;viewDef;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZITM;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZITM;viewDef;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZPIC;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZPIC;viewDef;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZPICMd;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZPRO;mvx/app/pgm/customer;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CAZPRO;viewDef;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CBRCONDE;language;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
CBRCONDE;language;CBR;C001638CBR003N;42401: GAP29 Minimum quantity per block: PPZUEF ASJ entry in MNS051;test
CBRCONDE;language;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
CBRCONDE;language;CBR;C001640CBR002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
CBRCONDE;language;CBR;C001641CBR001N;Ticket 44618 : GAP202-ÄnderungenAgentaufEA-PUR;test
CBRCONDE;language;CBR;C001660CBR007T;POS (cash desk) interface - extension;approved
CBRCONDE;language;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
CBRCONDE;language;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
CBRCONDE;language;CBR;C001860CBR001N;#45040 : GAP1_2 Schnittstelle MobiMedia M3 Export - Program driver (Chapter 1.4.2);development
CBRCONDE;language;CBR;C001861CBR001T;Provisionsabrechnung;development
CBRCONDE;language;CBR;C001864CBR002N;Migrating v10 -> v13 : 45042 : Interface MobiMedia M3 Import Orders;test
CBRCONDE;language;CBR;C001864CBR003N;45042 : Interface MobiMedia M3 Import Orders - CL program for ZMORMM;test
CBRCONDE;language;CBR;C001874CBR002N;T # 45386, CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;development
CBRCONDE;language;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CBRCONDE;language;CBR;C001899CBR004T;Several bugs and modifications;test
CBRCONDE;language;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
CBRCONDE;language;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
CBRCONDE;language;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
CBRCONDE;language;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
CBRCONDE;language;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
CBRCONDE;language;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
CBRCONDE;language;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
CBRCONDE;language;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
CBRCONDE;language;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
CBRCONDE;language;CBR;C001984CBR001N;Ticket # 101343  : Control central regulator as per order category.;development
CBRCONDE;language;CBR;C001985CBR001N;Ticket 101480 : CR 149 - Automatische Sendungserstellung nach der Zuteilung;development
CBRCONDE;language;CBR;C002014CBR001N;T# 102275 - CR154 Pflege Stichprobenplan, -mengen;test
CBRCONDE;language;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
CBRCONDE;language;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CBRCONDE;language;CBR;C002030CBR001T;CR 155 QI-Freigabe/Sperrung von Artikeln;development
CBRCONDE;language;CBR;C002034CBR001N;102331 : CR157: Checkliste Aufbereitung ;development
CBRCONDE;language;CBR;C002039CBR001T;Gap 75 Verzollt / Unverzollt;test
CBRCONDE;language;CBR;C002044CBR001T;Rechnungsliste;test
CBRCONDE;language;CBR;C002046CBR001T;CR170 Zusatzfelder in MMS025;development
CBRCONDE;language;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
CBRCONDE;language;CBR;C002049CBR001T;Meilensteinplan;approved
CBRCONDE;language;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
CBRCONDE;language;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
CBRCONDE;language;CBR;C002063CBR001N;#103612 : GAP 01 - MobiMedia - Standardwerte für die Tabelle CODES;development
CBRCONDE;language;CBR;C002073CBR001N;#103782 — 01/11 SST: MobiMedia - Export Teams;development
CBRCONDE;language;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CBRCONDE;language;CBR;C002079CBR001N;#103925 — 01/12 SST: MobiMedia Artikelfeedback;development
CBRCONDE;language;CBR;T041282CBR023T;Common Interface (Outbound) - consolidate events;development
CBRCONDE;language;CBR;T102080CBR001N;Vertragsmanagement der Partner Ergänzung;test
CBRCONDE;language;CBR;T102604CBR001N;MobiMedia - Asynchronous jobs for data sync with staging DB and M3;development
CBRCONGB;language;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
CBRCONGB;language;CBR;C001638CBR003N;42401: GAP29 Minimum quantity per block: PPZUEF ASJ entry in MNS051;test
CBRCONGB;language;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
CBRCONGB;language;CBR;C001640CBR002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
CBRCONGB;language;CBR;C001641CBR001N;Ticket 44618 : GAP202-ÄnderungenAgentaufEA-PUR;test
CBRCONGB;language;CBR;C001660CBR007T;POS (cash desk) interface - extension;approved
CBRCONGB;language;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
CBRCONGB;language;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
CBRCONGB;language;CBR;C001713CBR002N;"Migrating from v10 to v13 : 44101 - CBR-GAP1_1 Schnittstelle MobiMedia Tabellen
";test
CBRCONGB;language;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
CBRCONGB;language;CBR;C001860CBR001N;#45040 : GAP1_2 Schnittstelle MobiMedia M3 Export - Program driver (Chapter 1.4.2);development
CBRCONGB;language;CBR;C001861CBR001T;Provisionsabrechnung;development
CBRCONGB;language;CBR;C001864CBR002N;Migrating v10 -> v13 : 45042 : Interface MobiMedia M3 Import Orders;test
CBRCONGB;language;CBR;C001864CBR003N;45042 : Interface MobiMedia M3 Import Orders - CL program for ZMORMM;test
CBRCONGB;language;CBR;C001874CBR002N;T # 45386, CR101 – Erstellen und Freigabe Schlussrechnung/Teilrechnung - migrate from 14.1.2;development
CBRCONGB;language;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CBRCONGB;language;CBR;C001899CBR004T;Several bugs and modifications;test
CBRCONGB;language;CBR;C001902CBR004N;Ticket No. 46508 - Changes in Erstbestuekung;test
CBRCONGB;language;CBR;C001906CBR001T;GAP 09-01 Schnittstelle PDM Teilkonzept 2 - Export;test
CBRCONGB;language;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
CBRCONGB;language;CBR;C001918CBR002N;Intercompany Invoicing - migration from 14.1.2;exported
CBRCONGB;language;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
CBRCONGB;language;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
CBRCONGB;language;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
CBRCONGB;language;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
CBRCONGB;language;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
CBRCONGB;language;CBR;C001984CBR001N;Ticket # 101343  : Control central regulator as per order category.;development
CBRCONGB;language;CBR;C001985CBR001N;Ticket 101480 : CR 149 - Automatische Sendungserstellung nach der Zuteilung;development
CBRCONGB;language;CBR;C002014CBR001N;T# 102275 - CR154 Pflege Stichprobenplan, -mengen;test
CBRCONGB;language;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
CBRCONGB;language;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CBRCONGB;language;CBR;C002030CBR001T;CR 155 QI-Freigabe/Sperrung von Artikeln;development
CBRCONGB;language;CBR;C002034CBR001N;102331 : CR157: Checkliste Aufbereitung ;development
CBRCONGB;language;CBR;C002039CBR001T;Gap 75 Verzollt / Unverzollt;test
CBRCONGB;language;CBR;C002044CBR001T;Rechnungsliste;test
CBRCONGB;language;CBR;C002046CBR001T;CR170 Zusatzfelder in MMS025;development
CBRCONGB;language;CBR;C002047CBR001T;CR 171: Zusatzfelder in PPS100/PPS170/PPS200;test
CBRCONGB;language;CBR;C002049CBR001T;Meilensteinplan;approved
CBRCONGB;language;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
CBRCONGB;language;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
CBRCONGB;language;CBR;C002063CBR001N;#103612 : GAP 01 - MobiMedia - Standardwerte für die Tabelle CODES;development
CBRCONGB;language;CBR;C002073CBR001N;#103782 — 01/11 SST: MobiMedia - Export Teams;development
CBRCONGB;language;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CBRCONGB;language;CBR;C002079CBR001N;#103925 — 01/12 SST: MobiMedia Artikelfeedback;development
CBRCONGB;language;CBR;T041282CBR023T;Common Interface (Outbound) - consolidate events;development
CBRCONGB;language;CBR;T102080CBR001N;Vertragsmanagement der Partner Ergänzung;test
CBRCONGB;language;CBR;T102604CBR001N;MobiMedia - Asynchronous jobs for data sync with staging DB and M3;development
CBRMSGDE;language;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
CBRMSGDE;language;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
CBRMSGDE;language;CBR;C001641CBR001N;Ticket 44618 : GAP202-ÄnderungenAgentaufEA-PUR;test
CBRMSGDE;language;CBR;C001660CBR008N;POS(Cash desk) interface extension;approved
CBRMSGDE;language;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
CBRMSGDE;language;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
CBRMSGDE;language;CBR;C001861CBR001T;Provisionsabrechnung;development
CBRMSGDE;language;CBR;C001864CBR002N;Migrating v10 -> v13 : 45042 : Interface MobiMedia M3 Import Orders;test
CBRMSGDE;language;CBR;C001899CBR004T;Several bugs and modifications;test
CBRMSGDE;language;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
CBRMSGDE;language;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
CBRMSGDE;language;CBR;C001929CBR002N;Migrating from v10 to v13 : 45041 - 01/04 Schnittstelle MobiMedia Neupartneranlage;test
CBRMSGDE;language;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
CBRMSGDE;language;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
CBRMSGDE;language;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
CBRMSGDE;language;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
CBRMSGDE;language;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CBRMSGDE;language;CBR;C002030CBR001T;CR 155 QI-Freigabe/Sperrung von Artikeln;development
CBRMSGDE;language;CBR;C002043CBR001N;#103233 : GAP1_3 Schnittstelle MobiMedia M3 Import Extend Order expansion;development
CBRMSGDE;language;CBR;C002044CBR001T;Rechnungsliste;test
CBRMSGDE;language;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
CBRMSGDE;language;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
CBRMSGDE;language;CBR;C002063CBR001N;#103612 : GAP 01 - MobiMedia - Standardwerte für die Tabelle CODES;development
CBRMSGDE;language;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CBRMSGDE;language;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
CBRMSGDE;language;CBR;T102080CBR001N;Vertragsmanagement der Partner Ergänzung;test
CBRMSGGB;language;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
CBRMSGGB;language;CBR;C001639CBR001N;42405: GAP33 Erweiterung Transportarten;test
CBRMSGGB;language;CBR;C001641CBR001N;Ticket 44618 : GAP202-ÄnderungenAgentaufEA-PUR;test
CBRMSGGB;language;CBR;C001660CBR008N;POS(Cash desk) interface extension;approved
CBRMSGGB;language;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
CBRMSGGB;language;CBR;C001741CBR001N;GAP_129 Bulk change of order number of customers;test
CBRMSGGB;language;CBR;C001861CBR001T;Provisionsabrechnung;development
CBRMSGGB;language;CBR;C001864CBR002N;Migrating v10 -> v13 : 45042 : Interface MobiMedia M3 Import Orders;test
CBRMSGGB;language;CBR;C001899CBR004T;Several bugs and modifications;test
CBRMSGGB;language;CBR;C001914CBR001N;Ticket 47037 CBR MKM 1: Marketingpauschalen;test
CBRMSGGB;language;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
CBRMSGGB;language;CBR;C001929CBR002N;Migrating from v10 to v13 : 45041 - 01/04 Schnittstelle MobiMedia Neupartneranlage;test
CBRMSGGB;language;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
CBRMSGGB;language;CBR;C001932CBR001N;T # 46895 - GAP224  - EDI-Nummernvergabe;test
CBRMSGGB;language;CBR;C001943CBR001N;46947: Assignment of factories to suppliers;test
CBRMSGGB;language;CBR;C001959CBR001T;Rechnungsprüfung Ausgangsrechnung mit Vorlagenschablone;test
CBRMSGGB;language;CBR;C002023CBR001N;Ticket No. 102680 - CBR MKM Kampagnen;test
CBRMSGGB;language;CBR;C002030CBR001T;CR 155 QI-Freigabe/Sperrung von Artikeln;development
CBRMSGGB;language;CBR;C002043CBR001N;#103233 : GAP1_3 Schnittstelle MobiMedia M3 Import Extend Order expansion;development
CBRMSGGB;language;CBR;C002044CBR001T;Rechnungsliste;test
CBRMSGGB;language;CBR;C002055CBR001N;Ticket # 103754 - CR 169: Generische Lösung für externe Links aus M3;development
CBRMSGGB;language;CBR;C002062CBR001N;Ticket : 103621 : CR 185: Artikelmerkmalstabelle;test
CBRMSGGB;language;CBR;C002063CBR001N;#103612 : GAP 01 - MobiMedia - Standardwerte für die Tabelle CODES;development
CBRMSGGB;language;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CBRMSGGB;language;CBR;C002091CBR001N;#104089 — 324/10 SST: DPL+SUB: Import_Expor Budgetpläne;development
CBRMSGGB;language;CBR;T102080CBR001N;Vertragsmanagement der Partner Ergänzung;test
cCZCRTPMD;mvx/app/util;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
CEMAILPI;mvx/app/pgm;MVX;C001616MVX024T;fix error message in CEMAILPI;approved
CIDADR;HFix_CIDADR_MVX_C001677MVX002T;MVX;C001677MVX002T;Lieferantenadressen und Referenzen (CR35);approved
CollectionPromptUtil;mvx/app/pgm/customer;CBR;C001860CBR001N;#45040 : GAP1_2 Schnittstelle MobiMedia M3 Export - Program driver (Chapter 1.4.2);development
CollectionPromptUtil;mvx/app/pgm/customer;CBR;C002020CBR001N;Ticket 102332 : CR158: Rückmeldung QI Ergebnisse;development
ColorGroupPromptUtil;mvx/app/pgm/customer;CBR;C001712CBR001N;T #  101344 : Farbgruppen;test
ContractManagementPromptUtil;mvx/app/pgm/customer;CBR;C001899CBR004N;Ticket 46227 : Contract Management part 1 : Migration to V13;test
CRCHKDLT;mvx/app/pgm/customer;CBR;C001708CBR002N;(Migration from V10 to V13) : 44171 : CBR-03 - individuelle Kundenmerkmale : CR: Automatische Neuanlage;test
CRCRTPDR;mvx/app/pgm/customer;CBR;C001923CBR001T;GAP 238 - Aktualisierung Preisliste bei Neubestückung;test
CRCRTPMD;mvx/app/pgm;MVX;C001899MVX001T;Vertragsmanagement der Partner;test
CRCRTPMD;mvx/app/pgm;MVX;C001899MVX002T;Several bugs and modifications;approved
CRCRTPMD;mvx/app/pgm;MVX;C001931MVX001N;#101487 - MKM Sales promotion;test
CRCRTPVM;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRCRTSOR;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRCRTSPV;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRCRTVIU;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
cRefAKNO;mvx/app/util;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
cRefAKTP;mvx/app/util;CBR;C001931CBR001N;terna#101487 — MKM-Salespromotion ;test
cRefRDLD;mvx/app/util;CBR;C001902CBR003N;Ticket 46508 - Reference class for column RDLD of table MKZERS/P;test
CRFARPV1;mvx/app/pgm/customer;CBR;C001573CBR003T;GAP103 Information Differenzschreiben zu Offene Posten;exported
CRFHEAD;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRFOZCAD;mvx/app/pgm/customer;CBR;C001899CBR003T;Vertragsmanagement der Partner;test
CRFPPKV1;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
CRFPPKV1;mvx/app/pgm/customer;CBR;C001640CBR002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
CRFPPPV1;mvx/app/pgm/customer;CBR;C001638CBR001N;42401: GAP29 Minimum quantity per block;test
CRFPPPV1;mvx/app/pgm/customer;CBR;C001640CBR002N;GAP140 Block as sorting criterion and in view - migrate from 14.1.2;test
CRS022;mvx/app/pgm;MVX;C001899MVX001T;Vertragsmanagement der Partner;test
CRS022;mvx/app/pgm;MVX;C001899MVX002T;Several bugs and modifications;approved
CRS022;mvx/app/pgm;MVX;C001899MVX003T;Apply standard fix JT-583059;development
CRS097;mvx/app/pgm/customer;CBR;C002049CBR001T;Meilensteinplan;approved
CRS097;viewDef;CBR;C002049CBR001T;Meilensteinplan;approved
CRS100;mvx/app/pgm/customer;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
CRS100;mvx/app/pgm/customer;CBR;C001861CBR001T;Provisionsabrechnung;development
CRS100;viewDef;CBR;C001703CBR002N;(Migration from V10 to V13) : 44102 - 125/1 Expansion of sales structure ;test
CRS100;viewDef;CBR;C001861CBR001T;Provisionsabrechnung;development
CRS111MI;mvx/app/pgm/customer;CBR;C001616CBR022T;GAP228/13 - Debitorenstamm Import-Schnittstelle;exported
CRS111MI;mvx/app/pgm/customer;CBR;T104530CBR001T;CRS111MI correct storing email;test
CRS140;mvx/app/pgm/customer;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CRS140;viewDef;CBR;C002074CBR001N;#103996 : 50/01 - SST: CR 184: Vertriebsstrukturen;development
CRS165;mvx/app/pgm/customer;CBR;C001567CBR014T;GAP250 Entwicklung von Schnittstellen zum Finanzsystem;exported
CRS165;mvx/app/pgm/customer;CBR;C001902CBR001N;Migration - Ticket No. 46018 - CBR-MKM: Creating Merchandising Packages & Items;test
